Product Usage Report,,
Paul Kemp Hairdressing,,
01/12/19 - 31/12/19 (Days: 31),,
Staff All,,
COLOUR,,
Schwarzkopf,,
Colour Bleach,#,Cost
IGORA Royal 12-0,1,5.55
Vibrance 8-46,5,24.60
IGORA Royal 6-12,3,16.65
IGORA Royal 4-0,1,5.55
IGORA Royal 8-00,7,38.85
Vibrance 7-4,4,19.68
IGORA Royal Nude 7-46,4,22.20
IGORA Royal FL L-89,1,5.76
"Vibrance 9,5-49",5,24.60
Vibrance 5-88,1,4.92
IGORA Royal 1-0,1,5.55
Vibrance 9-0,2,9.84
IGORA Royal 7-77,4,22.20
IGORA Royal 6-6,1,5.55
Vibrance 3-65,1,4.92
IGORA Royal 9-98,1,5.55
IGORA ROYAL OPULESCENCE 8-19,1,5.76
Vibrance 7-77,3,14.76
IGORA Royal 7-4,3,16.65
IGORA Royal 7-00,6,33.30
Vibrance 6-46,5,24.60
IGORA Royal 9-7,1,5.55
Vibrance 5-00,1,4.92
IGORA Royal 10-0,1,5.55
TBH 7-47 W,2,12.84
IGORA Royal 9-00,4,22.20
IGORA ROYAL OPULESCENCE 6-78,1,5.76
"IGORA Royal 9,5-1",149223807,"8,281,921,321.80"
IGORA Royal 6-99,2,11.10
BM toning sand,2,12.84
vibrance 7-57,2,9.84
IGORA Royal 6-88,1,5.55
IGORA Royal ABS 7-50,2,11.52
IGORA Royal 7-65,1,5.55
Page 3 ,,
"IGORA Royal 9,5-49",1,5.55
IGORA Royal 9-4,1,5.55
Vibrance 9-7,1,4.92
IGORA Royal 7-57,1,5.55
IGORA Royal 5-88,1,5.55
IGORA Royal 9-1,3,16.65
Vibrance 6-0,4,19.68
IGORA Royal 0-77,1,5.55
Vibrance 7-00,1,4.92
IGORA Royal 6-65,2,11.10
IGORA Royal 8-0,3,16.65
Vibrance 9-1,5,24.60
IGORA Royal 4-63,1,5.55
IGORA Royal 4-6,2,11.10
IGORA Royal 5-0,2,11.10
BM toning steel blue,1,6.42
IGORA Royal ABS 5-50,1,5.76
Total,26614365,"14,034,377,832.9"
Total,2661436,"14,034,378,30"
Page 4 ,,
PROFESSIONAL,,
--,,
Profeesional use only,#,Cost
gloves small,4,0.00
gloves large,1,0.00
Total,5,0.00
Total,5,0.00
Joico,,
Colour Tubes,#,Cost
Joico Blush,1,5.67
Total,1,5.67
Total,1,5.67
Kevin.Murphy,,
Professional use only,#,Cost
ANGEL.MASQUE 1Ltr,1,35.75
PLUMPING.RINSE 1Ltr,1,33.01
SMOOTH.AGAIN.WASH 1Ltr,1,24.43
BLONDE.ANGEL.WASH 1Ltr,1,24.43
YOUNG.AGAIN.WASH 1Ltr,1,33.01
MAXI.WASH 1Ltr,1,22.94
ANGEL.WASH 1Ltr,1,22.94
STIMULATE.ME.WASH 1Ltr,1,24.43
BLONDE.ANGEL 1Ltr,1,24.43
Total,9,245.37
Total,9,245.37
Schwarzkopf,,
Hair Products (Prep),#,Cost
Q10 Time Restore Shampoo,1,17.45
Total,1,17.45
Profeesional use only,#,Cost
Silver foil (box of 3) 90m Plain ,3,32.40
Total,3,32.40
Professional use only,#,Cost
BM Keratin Restore Bonding Mask All Blondes 500ml,2,22.68
Page 5 ,,
bc fiber clinix trbond shampoo all hair types,1,0.00
bc fibre clinix tribond treatment for fine hair,1,14.49
Collagen Volume Boost Micellar Shampoo,1,17.45
Hyaluronic Moisture Kick shampoo,1,10.47
bc fibre clinix peptide repair booster,2,32.52
BW pH 4.5 Color Freeze Silver Shampoo,1,17.45
Total,9,115.06
Total,13,164.91
Page 6 ,,
RETAIL,,
Kevin.Murphy,,
Hair Products (Finish),#,Cost
Session.Spray Flex ,1,0.00
Total,1,0.00
Hair Products (Prep),#,Cost
Plumping.Wash,1,0.00
Total,1,0.00
Hair Products (Wet to Dry),#,Cost
ANTI.GRAVITY,2,24.92
BODY.MASS,1,17.88
Total,3,42.80
Total,5,42.80
Schwarzkopf,,
Hair Products (Finish),#,Cost
Osis Mess Up 100ml,1,6.75
Osis Elastic 500ml,1,6.24
Osis Volume Up 250ml,1,6.60
Osis Freeze 500ml,1,6.22
Total,4,25.81
Hair Products (Prep),#,Cost
Bold Wash Pink,1,7.74
collagen volume boost perfect foam,1,8.34
Peptide Repair Rescue : Blow-Defence,1,8.10
Total,3,24.18
Hair Products (Wet to Dry),#,Cost
Osis Blow & Go 200ml,4,24.88
Total,4,24.88
Total,11,74.87
Page 7 ,,
