Product Usage Report,,
Jakata Salon,,
01/08/19 - 31/08/19 (Days: 31),,
Staff All,,
COLOUR,,
Schwarzkopf,,
Colour Bleach,#,Cost
IGORA Colour10  6-0,2,11.10
Total,8,43.77
Professional use only,#,Cost
fibre clinix tribond treatment for coarse hair,1,14.49
Total,1,14.49
Total,9,58.26
Schwarzkopf Igora,,
Colour Tubes,#,Cost
c10 7-1,1,0.00
Total,1,0.00
Total,1,0.00
Page 5 ,,
RETAIL,,
Kevin.Murphy,,
Hair Products (Finish),#,Cost
FRESH.HAIR,1,13.00
Total,1,13.00
Hair Products (Wet to Dry),#,Cost
SHIMMER.ME BLONDE,1,13.54
ANTI.GRAVITY,1,12.46
SMOOTH.AGAIN,1,16.25
Total,3,42.25
Total,4,55.25
Page 6 ,,
