Product Usage Report,,
Jakata Salon,,
01/06/19 - 30/06/19 (Days: 30),,
Staff All,,
COLOUR,,
Schwarzkopf,,
Colour Bleach,#,Cost
IGORA Royal 6-77,3,16.65
IGORA Color10 7-5 ,1,5.55
Vibrance 8-11,5,24.60
IGORA Royal 4-6,1,5.55
IGORA Royal 7-1,5,27.75
Vibrance 0-11,2,9.84
IGORA Royal SW Silver,3,17.28
IGORA Royal 4-0,5,27.75
IGORA Royal 5-1,2,11.10
"Vibrance 9,5-4",4,19.68
IGORA Royal 6-5,1,5.55
Page 3 ,,
vibrance 7-57,1,4.92
IGORA Royal 12-1,1,5.55
TBH 9-47 W,1,6.42
IGORA Color10 9-00,1,5.55
IGORA ROYAL OPULESCENCE 8-19,2,11.52
IGORA Royal Opulescence 5-67,1,5.76
IGORA Royal 6-0,9,49.95
Igora Royal 6-299,5,28.80
IGORA Color10 5-12 ,2,11.10
TBH 9-49 C,2,12.84
Vibrance 7-77,1,4.92
IGORA Royal 6-99,1,5.55
IGORA Royal 5-88,4,22.20
Vibrance 9-1,6,29.52
Vibrance 9-7,1,4.92
IGORA Royal 1-0,2,11.10
"Vibrance 9,5-1",14,68.88
IGORA Color10 5-0 ,2,11.10
IGORA Royal 7-77,3,16.65
IGORA Royal 6-00,5,27.75
Vibrance 1-0,1,4.92
IGORA Royal 7-4,5,27.75
Vibrance 8-19,8,39.36
Vibrance 9-65,1,4.92
IGORA Royal FL L-77,2,11.52
BM toning strawberry,6,38.52
TBH 9-16 C,2,12.84
IGORA Royal 9-1,5,27.75
Igora Royal 5-113,1,5.76
Vibrance 7-1,2,9.84
IGORA Royal 8-11,3,16.65
IGORA Royal 8-55,1,5.55
IGORA Royal 7-65,5,27.75
Igora dusted rouge 7-982,1,5.76
IGORA Royal 6-4,4,22.20
IGORA Royal 8-0,4,22.20
TBH 8-19 C,2,12.84
Vibrance 9-4,5,24.60
Vibrance 7-00,1,4.92
Page 4 ,,
disheveled nudes 8-211,2,11.52
IGORA Royal 9-98,1,5.55
IGORA Royal 12-4,1,5.55
IGORA Royal 8-1,5,27.75
IGORA Royal 0-89,1,5.55
TBH 6-64 W,1,6.42
IGORA Royal D-0,3,16.65
Vibrance 9-00,1,4.92
TBH 8-51 C,1,6.42
Total,367,"2,007.51"
Total,437,"2,602.91"
Page 5 ,,
PROFESSIONAL,,
Joico,,
Colour Tubes,#,Cost
Joico Pink,1,5.67
Total,1,5.67
Total,1,5.67
Kevin.Murphy,,
Hair Products (Prep),#,Cost
Autumn.Angel,1,24.43
Cool.Angel,1,24.43
Total,2,48.86
Professional use only,#,Cost
ANGEL.RINSE 1Ltr,1,22.94
BLONDE.ANGEL.WASH 1Ltr,1,24.43
SMOOTH.AGAIN.WASH 1Ltr,1,24.43
PLUMPING.WASH 1Ltr,1,33.01
REPAIR.ME.WASH 1Ltr,1,33.01
BLONDE.ANGEL 1Ltr,1,24.43
ANGEL.MASQUE 1Ltr,2,71.50
Total,8,233.75
Total,10,282.61
Schwarzkopf,,
Colour Tubes,#,Cost
IGORA Royal Vibrance 7-0,1,4.92
IGORA Royal Vibrance 6-0,1,4.92
IGORA Royal Vibrance 6-66,1,4.92
IGORA Royal Vibrance 7-4,1,4.92
"IGORA Royal Vibrance 9,5-5",1,4.92
IGORA Royal Vibrance 5-0,1,4.92
IGORA Royal Vibrance 5-1,1,4.92
Total,7,34.44
Total,7,34.44
Page 6 ,,
RETAIL,,
Kevin.Murphy,,
Hair Products (Wet to Dry),#,Cost
THICK.AGAIN,1,16.79
SHIMMER.SHINE,1,13.54
Killer.Waves,1,16.79
Total,3,47.12
Total,3,47.12
Schwarzkopf,,
Hair Products (Finish),#,Cost
OSIS+ Soft Dust ,1,6.75
OSIS+ Texture Craft (100ml) ,1,3.70
Osis Session 500ml,1,6.22
Total,3,16.67
Total,3,16.67
Page 7 ,,
