Product Usage Report,,
Base Hair Academy,,
11/04/21 - 01/05/21 (Days: 21),,
Staff All,,
COLOUR,,
Schwarzkopf,,
Colour Bleach,#,Cost
IGORA Royal FL L-88,6,34.56
IGORA Royal 7-00,1,5.55
IGORA Royal 5-5,1,5.55
BM Granite Toner,2,10.20
IGORA Royal SW Grey Lilac,1,5.76
Vibrance Ashy Cedar 7-21,1,4.92
IGORA Royal 9-0,2,11.10
IGORA Color 10 3-0 ,1,5.55
Vibrance 3-65,2,9.84
BM Bleach & tone Cool Addative,1,6.42
Vibrance 9-1,10,49.20
"Vibrance 9,5-4",4,19.68
IGORA Royal 7-57,1,5.55
"IGORA Royal 9,5-1",3,16.65
IGORA Royal 8-00,1,5.55
Vibrance 9-65,2,9.84
Vibrance 4-46,1,4.92
IGORA Royal Nude 8-46,2,11.10
Vibrance 7-0,3,14.76
Vibrance 9-7,3,14.76
Igora dusted rouge 7-764,1,5.76
IGORA Royal 9-1,1,5.55
IGORA Royal 8-0,2,11.10
IGORA Royal 8-77,1,5.55
IGORA Color10 6-65 ,2,11.10
Vibrance 9-4,4,19.68
IGORA Royal 8-65,1,5.55
Vibrance 5-67,1,4.92
Royal Ashy Cedar 7-21,2,11.10
IGORA Royal FL L-77,1,5.76
IGORA Color10 7-12,2,11.10
"Vibrance 9,5-98",1,4.92
IGORA Royal 5-65,1,5.55
Vibrance 5-0,4,19.68
IGORA Royal 5-00,2,11.10
Page 3 ,,
IGORA Color10 5-12 ,2,11.10
IGORA Royal 5-1,2,11.10
Vibrance 6-0,5,24.60
Vibrance Ashy Cedar 5-21,1,4.92
IGORA Royal 6-00,1,5.55
BM toning ice,7,44.94
Vibrance 7-1,3,14.76
IGORA Royal Opulescence 9-57,1,5.76
Total,241,"1,282.38"
Total,297,"1,771.70"
Schwarzkopf Igora,,
Colour Tubes,#,Cost
Igora Vibrance 9-42,2,0.00
Igora Vibrance 7-24,3,0.00
Igora Vibrance 9-24,1,0.00
Igora Royal 7-42,5,0.00
Total,11,0.00
Total,11,0.00
Page 4 ,,
PROFESSIONAL,,
--,,
Profeesional use only,#,Cost
gloves small,3,0.00
Total,3,0.00
Total,3,0.00
Schwarzkopf,,
Colour Tubes,#,Cost
IGORA Colour10 8-11,1,5.55
IGORA Colour10  6-0,1,5.55
IGORA Colour10 9-5,1,5.55
IGORA Royal Vibrance 7-0,1,4.92
Total,4,21.57
Profeesional use only,#,Cost
Silver foil (box of 3) 90m Plain ,1,10.80
Total,1,10.80
Professional use only,#,Cost
Peptide Repair Rescue Shampoo,1,17.45
Fibreplex 1 Booster 500ml,1,64.41
BW pH 4.5 Color Freeze Silver Shampoo,2,34.90
Hyaluronic Moisture Kick shampoo,1,10.47
bc fibre clinix ph 4.5 color booster,1,16.26
bc fiber clinix trbond shampoo all hair types,1,0.00
Total,7,143.49
Retail (Backwash t),#,Cost
pH 4.5 Color Freeze Rich Shampoo,1,17.45
Keratin Smooth Perfect Shampoo,1,17.45
pH 4.5 Color Freeze Conditioner,1,18.30
Q10 Time Restore Conditioner,1,18.30
Total,4,71.50
Total,16,247.36
Schwarzkopf Igora,,
Colour Tubes,#,Cost
c10 7-1,1,0.00
Page 5 ,,
Total,1,0.00
Total,1,0.00
Page 6 ,,
RETAIL,,
Igora,,
Colour Tubes,#,Cost
IV 7-42,4,0.00
Total,4,0.00
Total,4,0.00
Schwarzkopf,,
Retail (Backwash t),#,Cost
peptide repair rescue spray conditioner,1,6.36
Keratin Smooth Perfect: Duo Layering,1,15.06
Total,2,21.42
Total,2,21.42
Page 7 ,,
